state_name,district_name,block_tehsil_name,village_name,ref_village_type_name,major_medium_scheme,major_medium_scheme_name,geographical_area,cultivable_area,net_sown_area,gross_irrigated_area_kharif_season,gross_irrigated_area_rabi_season,gross_irrigated_area_perennial_season,gross_irrigated_area_other_season,gross_irrigated_area_total,net_irrigated_area,avg_ground_water_level_pre_monsoon,avg_ground_water_level_post_monsoon,ref_selection_wua_exists_name
TAMIL NADU,KANCHEEPURAM,KANCHEEPURAM,Thalaiyilla Perumbakkam,Non-Tribal,No,NA,76,3,3,1,1,1,0,3,3,5,8,No
TAMIL NADU,KANCHEEPURAM,KANCHEEPURAM,Kaaloor-B,Non-Tribal,No,NA,470,213,180,14,61,15,90,180,180,1,1,No
TAMIL NADU,NAGAPATTINAM,THALAINAYAR,THALAINAYAR STTHII-I,Non-Tribal,No,NA,683,523,523,0,523,0,0,523,523,5,7,No
TAMIL NADU,THENI,CHINNAMANNUR,ERASAKANAYAKANUR,Non-Tribal,No,NA,1549,1380,772,221,110,107,0,438,390,125,100,Yes
TAMIL NADU,KANCHEEPURAM,KANCHEEPURAM,KAMBARAJAPURAM,Tribal,No,NA,642,162,162,90,70,2,0,162,162,50,50,No
TAMIL NADU,PERAMBALUR,ALATHUR,THONDAPADI,Non-Tribal,No,NA,952,631,631,0,0,16,0,16,16,40,45,No
TAMIL NADU,PERAMBALUR,VEPPUR,MAZHAVARAYANALLUR,Non-Tribal,No,NA,92,70,70,67,2,1,0,70,70,34,37,No
TAMIL NADU,TIRUNELVELI,AMBASAMUDRAM,VICKRAMASINGAPURAM 2,Non-Tribal,Yes,VADAKKODAI MELADIKIYANKAAL THAMIRAPARANI AARU,2704,778,754,35,155,270,0,460,438,18,30,Yes
TAMIL NADU,PERAMBALUR,VEPPUR,SITHALI(E),Non-Tribal,No,NA,1000,499,454,29,0,0,0,29,29,50,70,No
TAMIL NADU,TIRUNELVELI,AMBASAMUDRAM,NANNARKOVIL,Non-Tribal,Yes,THAMIRABARANI AND KADANATHI,1046,725,297,0,0,0,0,0,0,1,19,Yes
TAMIL NADU,TIRUNELVELI,MELANEELITHANALLUR,ACHAMPATTI,Non-Tribal,No,NA,182,171,70,20,25,20,0,65,65,10,20,No
TAMIL NADU,TIRUNELVELI,MELANEELITHANALLUR,KULASEKARAMANGALAM,Tribal,No,NA,1531,1252,863,35,40,20,0,95,95,20,30,No
TAMIL NADU,SIVAGANGAI,THIRUPPATTUR,SULLANKUDI,Non-Tribal,No,NA,150,95,70,25,20,20,5,70,70,5,10,No
TAMIL NADU,SIVAGANGAI,THIRUPPATTUR,VAIYAKALATHUR,Non-Tribal,No,NA,110,75,39,0,7,31,0,38,38,1,2,No
TAMIL NADU,SIVAGANGAI,KALLAL,ALANGUDI,Non-Tribal,No,NA,647,322,59,52,59,0,12,123,59,98,98,No
TAMIL NADU,SIVAGANGAI,KALLAL,K. ATHANGUDI,Non-Tribal,No,NA,389,254,85,27,28,30,0,85,85,1,5,No
TAMIL NADU,SIVAGANGAI,KALLAL,KEELAPATTAMANGALAM,Non-Tribal,No,NA,365,185,75,28,27,20,0,75,75,5,10,No
TAMIL NADU,SIVAGANGAI,THIRUPPATTUR,KARAIYUR,Non-Tribal,Yes,KARAIYUR KANMAI,1450,784,231,87,78,65,0,230,164,1,2,Yes
TAMIL NADU,PERAMBALUR,VEPPUR,THUNGAPURAM(N),Non-Tribal,No,NA,1098,815,710,577,8,125,0,710,710,37,37,No
TAMIL NADU,SIVAGANGAI,KALLAL,KALLIPATTU,Non-Tribal,No,NA,459,248,80,15,25,28,12,80,80,5,10,No
TAMIL NADU,SIVAGANGAI,KALLAL,KAMPANUR,Non-Tribal,No,NA,250,120,55,24,11,20,0,55,55,1,2,No
TAMIL NADU,SIVAGANGAI,KALLAL,MELAPATTAMANGALAM,Non-Tribal,No,NA,350,150,100,35,35,30,0,100,100,5,10,No
TAMIL NADU,SIVAGANGAI,KALLAL,N. KEELAIYUR,Non-Tribal,No,NA,296,190,45,15,8,22,0,45,45,1,2,No
TAMIL NADU,SIVAGANGAI,KALLAL,N. MELAIYUR,Non-Tribal,No,NA,386,240,48,18,20,10,0,48,48,1,2,No
TAMIL NADU,SIVAGANGAI,KALLAL,PERICHIKOVIL,Non-Tribal,No,NA,317,186,65,20,25,20,0,65,65,1,2,No
TAMIL NADU,SIVAGANGAI,KALLAL,THENKARAI,Non-Tribal,No,NA,350,120,65,15,20,20,10,65,65,1,3,No
TAMIL NADU,SIVAGANGAI,KALLAL,SIRAVAYAL,Non-Tribal,No,NA,69,67,53,23,12,8,10,53,53,1,2,Not Known
TAMIL NADU,SIVAGANGAI,KALLAL,VELIYATHUR,Non-Tribal,No,NA,385,125,65,25,20,20,0,65,65,1,2,No
TAMIL NADU,TIRUVANNAMALAI,THANDARAMPET,K. UNNAMALAIPALAYAM,Non-Tribal,No,NA,179,125,107,90,27,0,0,117,107,15,55,Yes
TAMIL NADU,TIRUVANNAMALAI,THURINJAPURAM,VEDANTHAVADI,Non-Tribal,No,NA,1411,668,339,36,44,0,0,80,80,3,8,No
TAMIL NADU,TIRUVANNAMALAI,THURINJAPURAM,BOOTHAMANGALAM,Non-Tribal,No,NA,155,110,45,30,30,0,0,60,45,3,8,Yes
TAMIL NADU,TIRUVANNAMALAI,KILPENNATHUR,KALPOONDI,Non-Tribal,No,NA,281,113,83,43,40,0,0,83,83,10,20,No
TAMIL NADU,TIRUVANNAMALAI,KILPENNATHUR,Kilpennathur-I,Non-Tribal,No,NA,1284,620,538,250,250,38,0,538,538,3,7,No
TAMIL NADU,NAMAKKAL,ERUMAIPATTY,VARAGUR,Non-Tribal,No,NA,779,677,344,202,118,4,0,324,324,10,10,No
TAMIL NADU,NAMAKKAL,ERUMAIPATTY,THOTTAMUDAIYANPATTY,Non-Tribal,No,NA,669,602,299,175,85,23,0,283,198,32,50,No
TAMIL NADU,NAMAKKAL,ERUMAIPATTY,PAVITHRAM,Non-Tribal,No,NA,694,592,341,140,150,3,0,293,293,80,80,No
TAMIL NADU,NAMAKKAL,ERUMAIPATTY,PAVITHRAM PUDUR,Non-Tribal,No,NA,526,444,264,109,114,1,0,224,224,11,11,No
TAMIL NADU,TIRUVANNAMALAI,THURINJAPURAM,SIRUKILAMBADI,Non-Tribal,No,NA,172,126,46,26,20,0,0,46,46,15,55,Yes
TAMIL NADU,TIRUVANNAMALAI,THURINJAPURAM,PERIYAKALAMBADI,Non-Tribal,No,NA,286,205,81,41,40,0,0,81,81,12,42,Yes
TAMIL NADU,TIRUVANNAMALAI,THURINJAPURAM,MUTHARASAMPOONDI,Non-Tribal,No,NA,149,74,74,44,30,0,0,74,74,12,40,Yes
TAMIL NADU,TIRUVANNAMALAI,PUDUPALAYAM,PUDUPALAYAM,Non-Tribal,No,NA,355,292,151,101,50,0,0,151,151,2,4,Yes
TAMIL NADU,TIRUVANNAMALAI,THURINJAPURAM,KILATHUR,Non-Tribal,No,NA,189,125,64,34,30,0,0,64,64,10,20,Yes
TAMIL NADU,NAGAPATTINAM,KOLLIDAM,UMAIYALPATHI,Tribal,No,NA,301,230,185,0,0,0,0,0,0,15,15,No
TAMIL NADU,PUDUKKOTTAI,THIRUMAYAM,SEERATHAKUDI,Tribal,No,NA,10,1,1,0,0,1,0,1,1,10,10,No
TAMIL NADU,TIRUVANNAMALAI,PUDUPALAYAM,VASUDEVAMBATTU,Non-Tribal,No,NA,296,221,57,30,27,0,0,57,57,6,12,No
TAMIL NADU,TIRUVANNAMALAI,THURINJAPURAM,VADAPULUTHIYUR,Non-Tribal,No,NA,758,698,88,44,44,0,0,88,88,9,10,No
TAMIL NADU,TIRUVANNAMALAI,THURINJAPURAM,NAIDUMANGALAM,Non-Tribal,No,NA,175,158,17,10,7,0,0,17,17,30,60,No
TAMIL NADU,TIRUVANNAMALAI,PUDUPALAYAM,MELPADUR,Non-Tribal,No,NA,544,403,55,25,25,5,0,55,55,4,8,No
TAMIL NADU,NAGAPATTINAM,KUTTALAM,ANANTHANALLUR,Non-Tribal,No,NA,321,0,0,0,0,0,0,0,0,70,70,No
TAMIL NADU,NAGAPATTINAM,KUTTALAM,KARUPPUR,Non-Tribal,Yes,MEDIUM SCHEME,278,232,196,0,0,0,0,0,0,16,16,No
TAMIL NADU,TIRUVANNAMALAI,PUDUPALAYAM,ERIYUR,Non-Tribal,No,NA,725,510,215,115,100,0,0,215,215,20,60,No
TAMIL NADU,TIRUVANNAMALAI,PUDUPALAYAM,MUTHANUR,Non-Tribal,No,NA,419,298,121,61,60,0,0,121,121,25,50,No
TAMIL NADU,PUDUKKOTTAI,KARAMBAKUDI,VALAKONDANVIDUTHI,Tribal,No,NA,510,320,250,85,65,70,20,240,240,5,5,No
TAMIL NADU,TIRUVANNAMALAI,THURINJAPURAM,KATTUPUTHUR,Non-Tribal,No,NA,281,250,71,50,21,0,0,71,71,10,25,No
TAMIL NADU,PUDUKKOTTAI,KARAMBAKUDI,VELLALAVIDUTHI,Tribal,No,NA,320,220,100,50,30,10,10,100,100,5,5,No
TAMIL NADU,NAGAPATTINAM,SIRKALI,SEMPATHANIRUPPU,Non-Tribal,No,NA,521,431,0,0,0,0,0,0,0,55,55,No
TAMIL NADU,NAGAPATTINAM,MAYILADUTHURAI,ANATHANDAVAPURAM,Non-Tribal,No,NA,550,457,409,201,201,3,0,405,405,35,35,No
TAMIL NADU,NAGAPATTINAM,MAYILADUTHURAI,ATHUR,Non-Tribal,No,NA,374,309,239,105,105,11,0,221,220,40,40,No
TAMIL NADU,NAGAPATTINAM,MAYILADUTHURAI,CHOLANPETTAI,Non-Tribal,No,NA,464,392,273,196,196,3,0,395,273,36,36,No
TAMIL NADU,NAGAPATTINAM,MAYILADUTHURAI,DHARMATHANAPURAM,Non-Tribal,No,NA,603,511,459,221,221,3,0,445,440,35,35,Not Known
TAMIL NADU,NAGAPATTINAM,MAYILADUTHURAI,ELANTHOPPU,Non-Tribal,Yes,PAZHAAVARU,431,369,330,226,71,33,0,330,330,30,30,No
TAMIL NADU,NAGAPATTINAM,MAYILADUTHURAI,KADAKKAM,Non-Tribal,No,NA,349,340,226,100,100,10,10,220,220,35,35,No
TAMIL NADU,NAGAPATTINAM,MAYILADUTHURAI,KOVANGUDI,Non-Tribal,No,NA,305,236,233,115,115,2,0,232,230,30,30,No
TAMIL NADU,NAGAPATTINAM,MAYILADUTHURAI,KULICHAR,Tribal,No,NA,385,263,259,221,219,3,0,443,256,42,42,Not Known
TAMIL NADU,NAGAPATTINAM,MAYILADUTHURAI,KURICHI,Non-Tribal,Yes,RAJAN VAIKKAL,390,228,170,127,127,3,1,258,170,30,30,Not Known
TAMIL NADU,NAGAPATTINAM,MAYILADUTHURAI,MAYILADUTHURAI,Non-Tribal,Yes,CAVERY,499,223,221,120,80,20,1,221,221,42,42,No
TAMIL NADU,NAGAPATTINAM,VEDARNIYAM,ATHANUR,Non-Tribal,No,NA,822,510,3,3,0,0,0,3,3,5,6,No
TAMIL NADU,NAGAPATTINAM,THIRUMARUGAL,KUTTALAM,Non-Tribal,Yes,PRIVIDIYAN RIVER,287,217,162,0,0,0,0,0,0,6,10,No
TAMIL NADU,CUDDALORE,KUMARATCHI,CHIDAMBARAM NON-MUNI,Non-Tribal,No,NA,185,143,9,0,9,0,0,9,9,43,46,No
TAMIL NADU,CUDDALORE,ANNAGRAMAM,SATTIPPATTU,Non-Tribal,No,NA,606,379,227,180,120,39,40,379,227,38,47,No
TAMIL NADU,COIMBATORE,THONDAMUTHUR,EAST CHITRAICHAVADI,Non-Tribal,No,NA,597,527,480,216,10,254,0,480,480,100,100,Not Known
TAMIL NADU,CUDDALORE,PANRUTI,TIRUVAMUR,Non-Tribal,No,NA,806,580,519,320,235,25,0,580,519,43,57,No
TAMIL NADU,CUDDALORE,PANRUTI,ILANDAMBATTU,Non-Tribal,No,NA,392,264,261,126,134,4,0,264,261,36,45,No
TAMIL NADU,CUDDALORE,PANRUTI,SILLAMBINATHANPETTAI,Non-Tribal,No,NA,1806,1536,1250,826,534,176,0,1536,1250,38,49,No
TAMIL NADU,TIRUNELVELI,PALAYAMKOTTAI,PUTHUKULAM,Non-Tribal,No,NA,1370,956,743,23,15,0,0,38,38,7,7,No
TAMIL NADU,TIRUNELVELI,PALAYAMKOTTAI,KEZHAVEERARAGAVAPURA,Non-Tribal,No,NA,5540,453,233,20,12,5,0,37,37,6,6,No
TAMIL NADU,TIRUNELVELI,PALAYAMKOTTAI,GAANGAINADARKULAM,Non-Tribal,No,NA,3341,2315,532,15,20,43,0,78,78,8,8,No
TAMIL NADU,MADURAI,TIRUMANGALAM,ERRAMALLAMPATTI,Non-Tribal,No,NA,220,178,107,5,85,10,0,100,95,3,5,Yes
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,MALAYANDI PATTINAM,Non-Tribal,Yes,PAP,734,620,516,88,128,300,0,516,516,45,45,Not Known
TAMIL NADU,TIRUVANNAMALAI,ANAKKAVUR,THETHURAI,Non-Tribal,No,NA,553,379,94,14,10,4,2,30,21,12,50,Yes
TAMIL NADU,DHARMAPURI,PENNAGARAM,SENGANUR,Non-Tribal,No,NA,905,809,529,419,70,20,20,529,529,14,16,No
TAMIL NADU,DHARMAPURI,PENNAGARAM,ARAKASANAHALLI,Non-Tribal,No,NA,2178,782,700,550,120,15,15,700,700,15,16,No
TAMIL NADU,TIRUVANNAMALAI,CHEYYAR,PERIYAKOIL,Non-Tribal,Yes,NO,358,146,60,40,15,0,0,55,55,2,3,Yes
TAMIL NADU,PUDUKKOTTAI,KARAMBAKUDI,PALLAVARANPATHAI,Non-Tribal,No,NA,1464,1186,708,388,55,75,73,591,591,5,5,No
TAMIL NADU,CUDDALORE,KEERAPPALAYAM,SATTAMANGALAM (C),Non-Tribal,No,NA,353,248,234,167,204,0,0,371,234,20,23,No
TAMIL NADU,CUDDALORE,KEERAPPALAYAM,PANNAPATTU,Non-Tribal,No,NA,404,335,330,24,329,0,0,353,330,35,50,No
TAMIL NADU,CUDDALORE,PARANGIPETTAI,KILANUVAMBATTU,Non-Tribal,No,NA,444,326,326,12,310,0,0,322,310,25,35,No
TAMIL NADU,CUDDALORE,PARANGIPETTAI,MADUVANKARAI(B),Non-Tribal,No,NA,216,99,99,3,96,0,96,195,96,35,35,No
TAMIL NADU,CUDDALORE,PARANGIPETTAI,AMBIGAPURAM,Non-Tribal,No,NA,92,70,68,0,68,0,0,68,68,10,12,No
TAMIL NADU,CUDDALORE,KUMARATCHI,SALIYANTOPPU,Non-Tribal,No,NA,219,130,130,130,70,0,0,200,130,50,52,No
TAMIL NADU,CUDDALORE,PARANGIPETTAI,KILPERAMBAI,Non-Tribal,No,NA,142,120,112,0,112,0,0,112,112,8,10,No
TAMIL NADU,CUDDALORE,KEERAPPALAYAM,PARADUR (SOUTH),Non-Tribal,No,NA,350,300,300,300,300,0,0,600,300,45,45,No
TAMIL NADU,CUDDALORE,PARANGIPETTAI,KILLAI(NORTH),Non-Tribal,No,NA,846,384,257,0,257,0,0,257,257,10,12,No
TAMIL NADU,DHARMAPURI,PENNAGARAM,KATTUNAIKKANAHALLI,Non-Tribal,No,NA,1331,1331,838,778,40,10,10,838,838,16,18,No
TAMIL NADU,DHARMAPURI,PENNAGARAM,PIKKILI,Non-Tribal,No,NA,2388,862,800,600,150,25,25,800,800,16,18,No
TAMIL NADU,DHARMAPURI,PALACODE,CHIKKARATHANAHALLI,Non-Tribal,No,NA,341,292,193,100,70,23,0,193,123,14,15,No
TAMIL NADU,DHARMAPURI,PENNAGARAM,MANJARAHALLI,Non-Tribal,No,NA,3750,1102,835,635,150,30,20,835,835,20,22,No
TAMIL NADU,DHARMAPURI,PENNAGARAM,SUNJALNATHAM,Non-Tribal,No,NA,912,712,490,438,32,10,10,490,490,15,18,No
TAMIL NADU,DHARMAPURI,PENNAGARAM,JARIMANKURICHI,Non-Tribal,No,NA,362,93,58,38,10,5,5,58,58,20,22,No
TAMIL NADU,DHARMAPURI,PENNAGARAM,THITHOYOPPANAHALLI,Non-Tribal,No,NA,2442,1125,996,696,200,75,25,996,996,22,23,No
TAMIL NADU,DHARMAPURI,PALACODE,PALACODE,Non-Tribal,No,NA,588,58,58,53,1,4,0,58,57,2,2,No
TAMIL NADU,DHARMAPURI,PALACODE,ATHIMUTLU,Non-Tribal,No,NA,1043,768,436,398,35,3,0,436,402,14,15,No
TAMIL NADU,CUDDALORE,KEERAPPALAYAM,DEVANGUDI,Non-Tribal,No,NA,234,208,208,208,208,0,0,416,208,38,38,No
TAMIL NADU,COIMBATORE,POLLACHI NORTH,PARAVIPALAYAM,Non-Tribal,No,NA,2933,2669,2240,140,0,2100,0,2240,2240,50,50,Not Known
TAMIL NADU,CUDDALORE,PARANGIPETTAI,PINNATHUR(WEST),Non-Tribal,No,NA,223,191,171,0,171,0,60,231,171,10,12,No
TAMIL NADU,DHARMAPURI,PALACODE,GUMMANOOR,Non-Tribal,No,NA,1030,628,498,400,27,71,0,498,471,12,13,No
TAMIL NADU,DHARMAPURI,MORAPPUR,JAKKUPATTI,Non-Tribal,No,NA,1201,650,650,200,150,50,50,450,450,21,21,No
TAMIL NADU,CUDDALORE,ANNAGRAMAM,MULLIKIRIAMBATTU,Non-Tribal,No,NA,174,122,114,54,42,26,0,122,114,13,18,No
TAMIL NADU,CUDDALORE,ANNAGRAMAM,VANPAKKAM,Non-Tribal,No,NA,220,154,140,65,47,42,0,154,140,16,20,No
TAMIL NADU,MADURAI,MADURAI EAST,SAKKUDI,Non-Tribal,Yes,VAIGAI PASANAM,273,176,105,100,5,0,0,105,100,100,100,No
TAMIL NADU,MADURAI,MADURAI EAST,UTHANGUDI,Tribal,Yes,PERIYAR,397,277,5,3,2,0,0,5,5,50,50,Not Known
TAMIL NADU,DHARMAPURI,PALACODE,NARAYANAHALLI,Non-Tribal,No,NA,912,613,500,392,65,43,0,500,500,80,60,No
TAMIL NADU,DHARMAPURI,KARIMANGALAM,BOMMAHALLI,Non-Tribal,No,NA,985,859,640,411,111,118,0,640,550,100,100,No
TAMIL NADU,DHARMAPURI,HARUR,KEERAIPATTI,Non-Tribal,No,NA,754,402,290,280,112,10,0,402,290,50,100,No
TAMIL NADU,DHARMAPURI,DHARMAPURI,KRISHNAPURAM,Non-Tribal,No,NA,868,593,528,250,50,10,0,310,300,15,16,No
TAMIL NADU,DHARMAPURI,DHARMAPURI,VATHAL MALAI,Tribal,No,NA,336,246,194,62,22,10,0,94,80,15,16,No
TAMIL NADU,DHARMAPURI,KARIMANGALAM,THINDAL,Non-Tribal,No,NA,229,77,33,8,24,1,0,33,33,12,13,No
TAMIL NADU,SALEM,GANGAVALLI,KONDAYAMPALLI,Non-Tribal,No,NA,1111,855,796,682,4,1,37,724,724,100,100,Not Known
TAMIL NADU,DHARMAPURI,MORAPPUR,KELAVALLI,Non-Tribal,No,NA,986,640,543,310,150,43,40,543,543,12,13,No
TAMIL NADU,DHARMAPURI,KARIMANGALAM,POOMANDA HALLI,Non-Tribal,No,NA,1066,835,800,780,2,18,0,800,800,3,3,No
TAMIL NADU,DHARMAPURI,KARIMANGALAM,KARIMANGALAM,Non-Tribal,No,NA,922,770,531,425,69,37,0,531,531,100,80,No
TAMIL NADU,DHARMAPURI,HARUR,PATCHINAMPATTI,Non-Tribal,No,NA,108,104,100,89,10,5,0,104,100,22,28,No
TAMIL NADU,SIVAGANGAI,THIRUPPATTUR,DUVAR,Non-Tribal,Yes,KANMAI,1341,151,151,72,72,0,70,214,151,1,2,No
TAMIL NADU,DHARMAPURI,MORAPPUR,OBILINAICKANPATTY,Non-Tribal,No,NA,54,34,24,23,10,1,0,34,24,12,28,No
TAMIL NADU,DHARMAPURI,HARUR,KONAMPATTI,Non-Tribal,No,NA,199,173,109,103,70,0,0,173,109,12,28,No
TAMIL NADU,DHARMAPURI,HARUR,MONDUKULI,Non-Tribal,No,NA,185,127,127,100,27,0,0,127,127,12,28,No
TAMIL NADU,DHARMAPURI,HARUR,SAMANATHAM,Non-Tribal,No,NA,179,118,118,98,20,0,0,118,118,12,28,No
TAMIL NADU,DHARMAPURI,DHARMAPURI,THIPPI REDDI HALLI,Non-Tribal,No,NA,655,587,567,126,70,20,0,216,146,15,16,No
TAMIL NADU,DHARMAPURI,DHARMAPURI,VELLOLLAI,Non-Tribal,No,NA,1215,300,269,25,16,5,0,46,40,15,16,No
TAMIL NADU,DHARMAPURI,DHARMAPURI,KUCKKALMALAI,Non-Tribal,No,NA,694,566,450,110,25,15,0,150,125,15,16,No
TAMIL NADU,DHARMAPURI,DHARMAPURI,VELLALAPPATTI,Non-Tribal,No,NA,717,512,502,172,48,30,0,250,202,14,15,No
TAMIL NADU,DHARMAPURI,DHARMAPURI,MITTANULLAHALLI,Non-Tribal,No,NA,1074,879,775,170,59,46,0,275,216,15,16,No
TAMIL NADU,DHARMAPURI,DHARMAPURI,AKKAMANAHALLI,Non-Tribal,No,NA,1243,743,743,265,152,50,0,467,315,15,16,No
TAMIL NADU,DHARMAPURI,DHARMAPURI,ATHAGAPADI,Non-Tribal,No,NA,1232,943,943,277,136,10,0,423,287,14,15,No
TAMIL NADU,DHARMAPURI,DHARMAPURI,CHETTIKARAI,Non-Tribal,No,NA,911,799,552,150,52,17,0,219,167,16,17,No
TAMIL NADU,DHARMAPURI,DHARMAPURI,ANNASAGARAM,Non-Tribal,No,NA,648,487,292,71,20,27,0,118,98,16,17,No
TAMIL NADU,DHARMAPURI,DHARMAPURI,ALLEDHARMAPURI,Non-Tribal,No,NA,638,289,286,86,44,25,0,155,111,14,15,No
TAMIL NADU,DHARMAPURI,HARUR,METTUPATTI,Non-Tribal,No,NA,50,38,38,20,18,0,0,38,38,12,28,No
TAMIL NADU,DHARMAPURI,HARUR,SIDLING,Tribal,No,NA,220,170,170,100,70,0,0,170,170,12,27,No
TAMIL NADU,DHARMAPURI,HARUR,KAMBALAI,Tribal,No,NA,23,15,15,10,5,0,0,15,15,12,19,No
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,VEERANENDAL,Non-Tribal,No,NA,783,590,96,28,50,3,15,96,96,40,45,No
TAMIL NADU,CUDDALORE,KATTUMANNARKOIL,UTHAMASOLAGAN(MA),Non-Tribal,No,NA,260,257,257,257,210,0,231,698,257,10,15,No
TAMIL NADU,TIRUNELVELI,CHERANMAHADEVI,T.KALLIDAIKURICHI-II,Non-Tribal,No,NA,1204,800,377,63,179,1,0,243,243,10,20,No
TAMIL NADU,TIRUNELVELI,AMBASAMUDRAM,ALADIYUR II,Non-Tribal,No,NA,451,325,165,150,66,1,0,217,158,40,80,No
TAMIL NADU,TIRUNELVELI,AMBASAMUDRAM,AYANSINGAMPATTI,Non-Tribal,No,NA,701,300,223,150,125,0,0,275,158,10,20,No
TAMIL NADU,TIRUNELVELI,CHERANMAHADEVI,THIMMARAJJASAMUDRAM,Non-Tribal,Yes,KANNADIYAN KALVAI PUNAI GANGAYAN KULAM,174,137,109,75,50,1,0,126,98,10,20,No
TAMIL NADU,TIRUNELVELI,CHERANMAHADEVI,T.KALLIDAIKURICHI-I,Non-Tribal,No,NA,907,365,250,150,75,0,0,225,158,10,20,No
TAMIL NADU,TIRUNELVELI,CHERANMAHADEVI,VADAKKUKALLIKURICHI,Non-Tribal,Yes,KANNADIYAN KALVAI,377,245,220,150,25,0,0,175,158,10,30,No
TAMIL NADU,COIMBATORE,ANNUR,NARANAPURAM,Non-Tribal,No,NA,915,786,242,50,5,52,0,107,107,50,100,No
TAMIL NADU,COIMBATORE,ANNUR,POGALUR,Non-Tribal,No,NA,1535,1421,515,325,172,187,0,684,515,50,70,No
TAMIL NADU,COIMBATORE,SARCARSAMAKULAM,EDIKARAI,Non-Tribal,No,NA,1462,1311,569,329,380,76,0,785,515,50,70,No
TAMIL NADU,COIMBATORE,SARCARSAMAKULAM,KONDAIYAMPALAYAM,Non-Tribal,No,NA,906,633,296,84,104,107,0,295,295,17,19,No
TAMIL NADU,COIMBATORE,ANNUR,KATTAMPATTI,Non-Tribal,No,NA,1079,799,420,257,50,113,0,420,420,92,100,No
TAMIL NADU,COIMBATORE,ANNUR,AMBOTHY,Non-Tribal,No,NA,1456,820,720,230,320,120,0,670,670,50,70,No
TAMIL NADU,COIMBATORE,ANNUR,KUPPANUR,Non-Tribal,No,NA,1207,633,420,125,137,100,0,362,362,50,70,No
TAMIL NADU,COIMBATORE,ANNUR,PASUR,Non-Tribal,No,NA,1305,700,600,297,210,90,0,597,597,50,70,No
TAMIL NADU,COIMBATORE,ANNUR,PILLAIYAPPAMPALAYAM,Non-Tribal,No,NA,1075,653,570,235,200,120,0,555,555,50,70,No
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,SURYAKADAI,Tribal,No,NA,96,56,50,10,10,10,0,30,30,22,40,No
TAMIL NADU,COIMBATORE,ANNUR,VADAKKALUR,Non-Tribal,No,NA,920,648,315,84,104,107,0,295,295,50,70,No
TAMIL NADU,CUDDALORE,PARANGIPETTAI,NANJAIMAGATHUVAZHKAI (W),Non-Tribal,No,NA,257,211,211,211,0,0,0,211,211,25,25,No
TAMIL NADU,SIVAGANGAI,SINGAMPUNERI,ARALIKOTTAI,Non-Tribal,No,NA,689,397,42,0,0,0,0,0,0,5,50,No
TAMIL NADU,TIRUNELVELI,AMBASAMUDRAM,KEELMUGAM,Non-Tribal,Yes,manimutharu perunkal,461,264,163,70,160,0,0,230,163,5,3,No
TAMIL NADU,TIRUNELVELI,AMBASAMUDRAM,ALADIYUR I,Non-Tribal,No,NA,328,218,167,167,51,0,0,218,167,10,20,No
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,PAPPAKUDI,Non-Tribal,No,NA,1168,638,196,21,60,115,0,196,196,50,60,No
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,MELASORIKULAM,Non-Tribal,No,NA,410,86,63,18,33,8,4,63,63,55,60,No
TAMIL NADU,MADURAI,VADIPATTI,MELAKKAL,Non-Tribal,No,NA,714,540,245,200,100,10,0,310,245,1,7,No
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,THIRUPPACHETHY SOUTH,Non-Tribal,Yes,Thiruppachethy south ,364,298,150,28,34,21,67,150,150,20,20,No
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,VALAYANENDAL,Non-Tribal,No,NA,300,135,79,17,20,37,5,79,79,50,55,No
TAMIL NADU,DHARMAPURI,HARUR,BAIRNAICKANPATTY,Tribal,No,NA,1400,463,460,263,200,0,0,463,460,12,28,No
TAMIL NADU,CUDDALORE,KATTUMANNARKOIL,KILPULIAMBATTU,Tribal,No,NA,260,257,257,257,210,0,231,698,257,26,27,No
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,KALUGERKADAI,Non-Tribal,Yes,Vagai river,521,317,133,10,40,82,1,133,133,10,11,Yes
TAMIL NADU,CUDDALORE,PARANGIPETTAI,KOVILAMPUNDI,Non-Tribal,No,NA,267,228,181,0,181,0,100,281,181,14,17,No
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,THOOTHAI,Non-Tribal,No,NA,555,191,191,0,37,154,0,191,191,100,100,Yes
TAMIL NADU,MADURAI,ALANGANALLUR,ALAGAPURI,Non-Tribal,No,NA,243,209,145,93,52,0,79,224,124,100,100,No
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,MUKKUDI,Non-Tribal,No,NA,947,796,131,11,100,10,10,131,131,13,15,Yes
TAMIL NADU,SIVAGANGAI,THIRUPPAVANAM,VALLARENDAL,Non-Tribal,No,NA,1201,111,111,26,37,27,21,111,111,55,60,No
TAMIL NADU,MADURAI,VADIPATTI,NEEREITHAN,Non-Tribal,Yes,Periyaar kalvai pasabam,468,416,300,250,50,0,0,300,300,100,100,Yes
